Date,COP,CVX,SPY,XLE,XOM
2016-07-08,39.782752990722656,93.19689178466797,201.5959930419922,62.40055465698242,83.1525650024414
2016-07-11,39.923828125,93.74838256835938,202.30702209472656,62.52035903930664,83.46371459960938
2016-07-12,41.19348907470703,94.98486328125,203.77645874023438,64.06863403320312,84.406005859375
2016-07-13,40.31883239746094,94.86921691894531,203.748046875,63.51567459106445,84.34378051757812
2016-07-14,40.45990753173828,94.91368865966797,204.8856201171875,63.83823776245117,84.406005859375
2016-07-15,40.38466262817383,95.20723724365234,204.61073303222656,63.80137252807617,84.55711364746094
2016-07-18,40.16835403442383,94.3710708618164,205.16055297851562,63.847442626953125,84.29044342041016
2016-07-19,39.415958404541016,94.32659912109375,204.95199584960938,63.48801803588867,83.97931671142578
2016-07-20,39.52881622314453,93.92630004882812,205.80519104003906,63.39586639404297,83.49925994873047
2016-07-21,38.82868957519531,93.74838256835938,205.02784729003906,62.769187927246094,83.42814636230469
2016-07-22,38.563777923583984,93.98857879638672,205.94744873046875,62.962730407714844,83.57038879394531
2016-07-25,38.07180404663086,91.68466186523438,205.3881072998047,61.70937728881836,81.96138763427734
2016-07-26,38.5921630859375,91.3377456665039,205.48287963867188,62.068782806396484,81.36579895019531
2016-07-27,37.910953521728516,90.96415710449219,205.26486206054688,61.460540771484375,80.81462860107422
2016-07-28,38.09071731567383,90.54606628417969,205.50184631347656,61.469749450683594,80.18347930908203
2016-07-29,38.62054443359375,91.15985107421875,205.8336639404297,62.096412658691406,79.07228088378906
2016-08-01,37.475746154785156,88.16211700439453,205.66302490234375,60.050514221191406,76.325439453125
2016-08-02,37.646053314208984,88.58907318115234,204.34527587890625,60.59424591064453,77.37439727783203
2016-08-03,38.13802719116211,89.49642944335938,204.9425048828125,61.76466369628906,77.7744140625
2016-08-04,37.9393424987793,89.30070495605469,205.16055297851562,61.672508239746094,77.76553344726562
2016-08-05,38.41240310668945,89.40745544433594,206.8385467529297,62.23466491699219,77.8366470336914
2016-08-08,39.32067108154297,90.02122497558594,206.71533203125,63.06409454345703,78.75225830078125
2016-08-09,39.017913818359375,90.12797546386719,206.8385467529297,62.73233413696289,78.85004425048828
2016-08-10,38.41240310668945,89.07831573486328,206.32662963867188,62.05034637451172,77.46939849853516
2016-08-11,39.15983200073242,90.19915771484375,207.28411865234375,62.962730407714844,77.74732971191406
2016-08-12,39.140907287597656,90.87519836425781,207.10400390625,63.31293487548828,78.76039123535156
